date,category,date,value,label
2018-01-14,Streetlights,2018-01-14,45,1
2018-01-14,Tree Maintenance,2018-01-14,14,0
2018-01-15,311 External Request,2018-01-15,1,0
2018-01-15,Abandoned Vehicle,2018-01-15,92,0
2018-01-15,Blocked Street or SideWalk,2018-01-15,20,0
2018-01-15,Color Curb,2018-01-15,1,0
2018-01-15,Construction Zone Permits,2018-01-15,2,0
2018-01-15,DPW Volunteer Programs,2018-01-15,1,0
2018-01-15,Damaged Property,2018-01-15,26,0
2018-01-15,Encampments,2018-01-15,139,0
2018-01-15,General Request - 311CUSTOMERSERVICECENTER,2018-01-15,3,0
2018-01-15,General Request - ANIMAL CARE CONTROL,2018-01-15,1,0
2018-01-15,General Request - ASSESSOR RECORDER,2018-01-15,2,0
2018-01-15,General Request - BUILDING INSPECTION,2018-01-15,5,0
2018-01-15,General Request - CITY HALL,2018-01-15,1,0
2018-01-15,General Request - COUNTY CLERK,2018-01-15,8,0
2018-01-15,General Request - DPH,2018-01-15,8,0
2018-01-15,General Request - DTIS,2018-01-15,1,0
2018-01-15,General Request - HUMAN RESOURCES,2018-01-15,1,0
2018-01-15,General Request - MTA,2018-01-15,14,0
2018-01-15,General Request - PUBLIC WORKS,2018-01-15,30,0
2018-01-15,General Request - PUC,2018-01-15,5,0
2018-01-15,General Request - TT COLLECTOR,2018-01-15,1,0
2018-01-15,Graffiti,2018-01-15,213,0
2018-01-15,Homeless Concerns,2018-01-15,104,0
2018-01-15,Illegal Postings,2018-01-15,2,0
2018-01-15,Litter Receptacles,2018-01-15,13,0
2018-01-15,MUNI Feedback,2018-01-15,44,0
2018-01-15,Noise Report,2018-01-15,13,0
2018-01-15,Rec and Park Requests,2018-01-15,22,0
2018-01-15,Residential Building Request,2018-01-15,4,0
2018-01-15,SFHA Requests,2018-01-15,7,0
2018-01-15,Sewer Issues,2018-01-15,26,0
2018-01-15,Sidewalk or Curb,2018-01-15,8,0
2018-01-15,Sign Repair,2018-01-15,17,0
2018-01-15,Street Defects,2018-01-15,8,0
2018-01-15,Street and Sidewalk Cleaning,2018-01-15,511,0
2018-01-15,Streetlights,2018-01-15,14,0
2018-01-15,Temporary Sign Request,2018-01-15,4,0
2018-01-15,Tree Maintenance,2018-01-15,30,0
2018-01-16,311 External Request,2018-01-16,6,0
2018-01-16,Abandoned Vehicle,2018-01-16,106,0
2018-01-16,Blocked Street or SideWalk,2018-01-16,16,0
2018-01-16,Color Curb,2018-01-16,8,0
2018-01-16,DPW Volunteer Programs,2018-01-16,2,0
2018-01-16,Damaged Property,2018-01-16,29,0
2018-01-16,Encampments,2018-01-16,172,0
2018-01-16,General Request - 311CUSTOMERSERVICECENTER,2018-01-16,2,0
2018-01-16,General Request - ANIMAL CARE CONTROL,2018-01-16,1,0
2018-01-16,General Request - ASSESSOR RECORDER,2018-01-16,4,0
2018-01-16,General Request - BUILDING INSPECTION,2018-01-16,3,0
2018-01-16,General Request - CENTRAL SHOPS,2018-01-16,1,0
2018-01-16,General Request - COUNTY CLERK,2018-01-16,9,0
2018-01-16,General Request - DPH,2018-01-16,15,0
2018-01-16,General Request - FIRE DEPARTMENT,2018-01-16,1,0
2018-01-16,General Request - HUMAN SERVICES AGENCY,2018-01-16,1,0
2018-01-16,General Request - MTA,2018-01-16,19,0
2018-01-16,General Request - PLANNING,2018-01-16,1,0
2018-01-16,General Request - PUBLIC WORKS,2018-01-16,23,0
2018-01-16,General Request - PUC,2018-01-16,6,0
2018-01-16,General Request - RPD,2018-01-16,1,0
2018-01-16,General Request - TT COLLECTOR,2018-01-16,2,0
2018-01-16,Graffiti,2018-01-16,281,0
2018-01-16,Homeless Concerns,2018-01-16,169,0
2018-01-16,Illegal Postings,2018-01-16,6,0
2018-01-16,Litter Receptacles,2018-01-16,38,1
2018-01-16,MUNI Feedback,2018-01-16,60,0
2018-01-16,Noise Report,2018-01-16,16,0
2018-01-16,Rec and Park Requests,2018-01-16,25,0
2018-01-16,Residential Building Request,2018-01-16,3,0
2018-01-16,SFHA Requests,2018-01-16,6,0
2018-01-16,Sewer Issues,2018-01-16,24,0
2018-01-16,Sidewalk or Curb,2018-01-16,11,0
2018-01-16,Sign Repair,2018-01-16,15,0
2018-01-16,Street Defects,2018-01-16,24,0
2018-01-16,Street and Sidewalk Cleaning,2018-01-16,790,0
2018-01-16,Streetlights,2018-01-16,53,1
2018-01-16,Temporary Sign Request,2018-01-16,21,0
2018-01-16,Tree Maintenance,2018-01-16,21,0
2018-01-17,311 External Request,2018-01-17,6,0
2018-01-17,Abandoned Vehicle,2018-01-17,82,0
2018-01-17,Blocked Street or SideWalk,2018-01-17,12,0
2018-01-17,Catch Basin Maintenance,2018-01-17,3,0
2018-01-17,Color Curb,2018-01-17,5,0
2018-01-17,Construction Zone Permits,2018-01-17,3,0
2018-01-17,DPW Volunteer Programs,2018-01-17,3,0
2018-01-17,Damaged Property,2018-01-17,48,0
2018-01-17,Encampments,2018-01-17,134,0
2018-01-17,General Request - 311CUSTOMERSERVICECENTER,2018-01-17,3,0
2018-01-17,General Request - ASSESSOR RECORDER,2018-01-17,1,0
2018-01-17,General Request - BUILDING INSPECTION,2018-01-17,10,0
2018-01-17,General Request - COUNTY CLERK,2018-01-17,11,0
2018-01-17,General Request - DPH,2018-01-17,7,0
2018-01-17,General Request - MTA,2018-01-17,30,0
2018-01-17,General Request - PORT AUTHORITY,2018-01-17,1,0
2018-01-17,General Request - PUBLIC WORKS,2018-01-17,20,0
2018-01-17,General Request - PUC,2018-01-17,11,0
2018-01-17,General Request - RPD,2018-01-17,1,0
2018-01-17,General Request - SFPD,2018-01-17,1,0
2018-01-17,General Request - TT COLLECTOR,2018-01-17,6,0
2018-01-17,Graffiti,2018-01-17,407,0
2018-01-17,Homeless Concerns,2018-01-17,117,0
2018-01-17,Illegal Postings,2018-01-17,29,0
2018-01-17,Litter Receptacles,2018-01-17,28,0
2018-01-17,MUNI Feedback,2018-01-17,59,0
2018-01-17,Noise Report,2018-01-17,14,0
2018-01-17,Rec and Park Requests,2018-01-17,26,0
2018-01-17,Residential Building Request,2018-01-17,3,0
2018-01-17,SFHA Requests,2018-01-17,7,0
2018-01-17,Sewer Issues,2018-01-17,36,0
2018-01-17,Sidewalk or Curb,2018-01-17,13,0
2018-01-17,Sign Repair,2018-01-17,29,0
2018-01-17,Street Defects,2018-01-17,27,0
2018-01-17,Street and Sidewalk Cleaning,2018-01-17,566,0
2018-01-17,Streetlights,2018-01-17,24,0
2018-01-17,Temporary Sign Request,2018-01-17,41,0
2018-01-17,Tree Maintenance,2018-01-17,34,0
2018-01-18,311 External Request,2018-01-18,1,0
2018-01-18,Abandoned Vehicle,2018-01-18,87,0
2018-01-18,Blocked Street or SideWalk,2018-01-18,29,0
2018-01-18,Color Curb,2018-01-18,2,0
2018-01-18,Damaged Property,2018-01-18,28,0
2018-01-18,Encampments,2018-01-18,124,0
2018-01-18,General Request - ANIMAL CARE CONTROL,2018-01-18,3,0
2018-01-18,General Request - ASSESSOR RECORDER,2018-01-18,2,0
2018-01-18,General Request - BUILDING INSPECTION,2018-01-18,2,0
2018-01-18,General Request - CITY HALL,2018-01-18,1,0
2018-01-18,General Request - COUNTY CLERK,2018-01-18,8,0
2018-01-18,General Request - DPH,2018-01-18,7,0
2018-01-18,General Request - MTA,2018-01-18,20,0
2018-01-18,General Request - PLANNING,2018-01-18,2,0
2018-01-18,General Request - PUBLIC WORKS,2018-01-18,28,0
2018-01-18,General Request - PUC,2018-01-18,3,0
2018-01-18,General Request - RENT BOARD,2018-01-18,1,0
2018-01-18,General Request - SHERIFF,2018-01-18,1,0
2018-01-18,General Request - TT COLLECTOR,2018-01-18,1,0
2018-01-18,Graffiti,2018-01-18,225,0
2018-01-18,Homeless Concerns,2018-01-18,80,0
2018-01-18,Illegal Postings,2018-01-18,38,0
2018-01-18,Litter Receptacles,2018-01-18,19,0
2018-01-18,MUNI Feedback,2018-01-18,54,0
2018-01-18,Noise Report,2018-01-18,7,0
2018-01-18,Rec and Park Requests,2018-01-18,8,0
2018-01-18,Residential Building Request,2018-01-18,9,0
2018-01-18,SFHA Requests,2018-01-18,4,0
2018-01-18,Sewer Issues,2018-01-18,29,0
2018-01-18,Sidewalk or Curb,2018-01-18,13,0
2018-01-18,Sign Repair,2018-01-18,14,0
2018-01-18,Street Defects,2018-01-18,12,0
2018-01-18,Street and Sidewalk Cleaning,2018-01-18,454,0
2018-01-18,Streetlights,2018-01-18,23,0
2018-01-18,Temporary Sign Request,2018-01-18,87,1
2018-01-18,Tree Maintenance,2018-01-18,24,0
2018-01-19,311 External Request,2018-01-19,3,0
2018-01-19,Abandoned Vehicle,2018-01-19,78,0
2018-01-19,Blocked Street or SideWalk,2018-01-19,9,0
2018-01-19,Color Curb,2018-01-19,4,0
2018-01-19,Construction Zone Permits,2018-01-19,12,0
2018-01-19,Damaged Property,2018-01-19,28,0
2018-01-19,Encampments,2018-01-19,153,0
2018-01-19,General Request - 311CUSTOMERSERVICECENTER,2018-01-19,4,0
2018-01-19,General Request - ANIMAL CARE CONTROL,2018-01-19,1,0
2018-01-19,General Request - ASSESSOR RECORDER,2018-01-19,3,0
2018-01-19,General Request - BUILDING INSPECTION,2018-01-19,4,0
2018-01-19,General Request - CITY HALL,2018-01-19,1,0
2018-01-19,General Request - COUNTY CLERK,2018-01-19,8,0
2018-01-19,General Request - DPH,2018-01-19,9,0
2018-01-19,General Request - ENVIRONMENT,2018-01-19,1,0
2018-01-19,General Request - HUMAN SERVICES AGENCY,2018-01-19,3,0
2018-01-19,General Request - MTA,2018-01-19,27,0
2018-01-19,General Request - PUBLIC WORKS,2018-01-19,33,0
2018-01-19,General Request - PUC,2018-01-19,9,0
2018-01-19,General Request - RPD,2018-01-19,1,0
2018-01-19,General Request - TT COLLECTOR,2018-01-19,4,0
2018-01-19,Graffiti,2018-01-19,310,0
2018-01-19,Homeless Concerns,2018-01-19,117,0
2018-01-19,Illegal Postings,2018-01-19,28,0
2018-01-19,Litter Receptacles,2018-01-19,22,0
2018-01-19,MUNI Feedback,2018-01-19,54,0
2018-01-19,Noise Report,2018-01-19,14,0
2018-01-19,Rec and Park Requests,2018-01-19,7,0
2018-01-19,Residential Building Request,2018-01-19,8,0
2018-01-19,SFHA Requests,2018-01-19,6,0
2018-01-19,Sewer Issues,2018-01-19,23,0
2018-01-19,Sidewalk or Curb,2018-01-19,16,0
2018-01-19,Sign Repair,2018-01-19,11,0
2018-01-19,Street Defects,2018-01-19,16,0
2018-01-19,Street and Sidewalk Cleaning,2018-01-19,467,0
2018-01-19,Streetlights,2018-01-19,32,1
2018-01-19,Temporary Sign Request,2018-01-19,74,1
2018-01-19,Tree Maintenance,2018-01-19,32,0
2018-01-20,Abandoned Vehicle,2018-01-20,58,0
2018-01-20,Blocked Street or SideWalk,2018-01-20,20,0
2018-01-20,Catch Basin Maintenance,2018-01-20,2,0
2018-01-20,Color Curb,2018-01-20,3,0
2018-01-20,Damaged Property,2018-01-20,31,0
2018-01-20,Encampments,2018-01-20,129,0
2018-01-20,General Request - ANIMAL CARE CONTROL,2018-01-20,7,0
2018-01-20,General Request - ASSESSOR RECORDER,2018-01-20,1,0
2018-01-20,General Request - BOARD OF SUPERVISORS,2018-01-20,1,0
2018-01-20,General Request - BUILDING INSPECTION,2018-01-20,2,0
2018-01-20,General Request - COUNTY CLERK,2018-01-20,2,0
2018-01-20,General Request - DPH,2018-01-20,1,0
2018-01-20,General Request - MTA,2018-01-20,6,0
2018-01-20,General Request - PUBLIC WORKS,2018-01-20,17,0
2018-01-20,General Request - PUC,2018-01-20,2,0
2018-01-20,General Request - RENT BOARD,2018-01-20,1,0
2018-01-20,General Request - TT COLLECTOR,2018-01-20,1,0
2018-01-20,Graffiti,2018-01-20,234,0
2018-01-20,Homeless Concerns,2018-01-20,88,0
2018-01-20,Illegal Postings,2018-01-20,6,0
2018-01-20,Litter Receptacles,2018-01-20,15,0
2018-01-20,MUNI Feedback,2018-01-20,36,0
2018-01-20,Noise Report,2018-01-20,19,0
2018-01-20,Rec and Park Requests,2018-01-20,20,0
2018-01-20,Residential Building Request,2018-01-20,3,0
2018-01-20,SFHA Requests,2018-01-20,4,0
2018-01-20,Sewer Issues,2018-01-20,18,0
2018-01-20,Sidewalk or Curb,2018-01-20,13,0
2018-01-20,Sign Repair,2018-01-20,12,0
2018-01-20,Street Defects,2018-01-20,8,0
2018-01-20,Street and Sidewalk Cleaning,2018-01-20,367,0
2018-01-20,Streetlights,2018-01-20,15,0
2018-01-20,Temporary Sign Request,2018-01-20,5,0
2018-01-20,Tree Maintenance,2018-01-20,26,0
2018-01-21,311 External Request,2018-01-21,3,0
2018-01-21,Abandoned Vehicle,2018-01-21,72,0
2018-01-21,Blocked Street or SideWalk,2018-01-21,7,0
2018-01-21,Color Curb,2018-01-21,1,0
2018-01-21,Damaged Property,2018-01-21,20,0
2018-01-21,Encampments,2018-01-21,139,0
2018-01-21,General Request - ANIMAL CARE CONTROL,2018-01-21,2,0
2018-01-21,General Request - ASSESSOR RECORDER,2018-01-21,1,0
2018-01-21,General Request - COUNTY CLERK,2018-01-21,3,0
2018-01-21,General Request - DPH,2018-01-21,4,0
2018-01-21,General Request - MONS,2018-01-21,1,0
2018-01-21,General Request - MTA,2018-01-21,10,0
2018-01-21,General Request - PUBLIC WORKS,2018-01-21,19,0
2018-01-21,General Request - PUC,2018-01-21,6,0
2018-01-21,Graffiti,2018-01-21,142,0
2018-01-21,Homeless Concerns,2018-01-21,77,0
2018-01-21,Illegal Postings,2018-01-21,4,0
2018-01-21,Litter Receptacles,2018-01-21,11,0
2018-01-21,MUNI Feedback,2018-01-21,24,0
2018-01-21,Noise Report,2018-01-21,11,0
2018-01-21,Rec and Park Requests,2018-01-21,40,1
2018-01-21,Residential Building Request,2018-01-21,2,0
2018-01-21,SFHA Requests,2018-01-21,10,0
2018-01-21,Sewer Issues,2018-01-21,18,0
2018-01-21,Sidewalk or Curb,2018-01-21,6,0
2018-01-21,Sign Repair,2018-01-21,7,0
2018-01-21,Street Defects,2018-01-21,12,0
2018-01-21,Street and Sidewalk Cleaning,2018-01-21,391,0
2018-01-21,Streetlights,2018-01-21,21,0
2018-01-21,Temporary Sign Request,2018-01-21,4,0
2018-01-21,Tree Maintenance,2018-01-21,8,0
2018-01-22,311 External Request,2018-01-22,2,0
2018-01-22,Abandoned Vehicle,2018-01-22,99,0
2018-01-22,Blocked Street or SideWalk,2018-01-22,13,0
2018-01-22,Catch Basin Maintenance,2018-01-22,2,0
2018-01-22,Color Curb,2018-01-22,4,0
2018-01-22,Construction Zone Permits,2018-01-22,3,0
2018-01-22,DPW Volunteer Programs,2018-01-22,1,0
2018-01-22,Damaged Property,2018-01-22,38,0
2018-01-22,Encampments,2018-01-22,115,0
2018-01-22,General Request - 311CUSTOMERSERVICECENTER,2018-01-22,2,0
2018-01-22,General Request - BUILDING INSPECTION,2018-01-22,2,0
2018-01-22,General Request - COUNTY CLERK,2018-01-22,12,0
2018-01-22,General Request - DPH,2018-01-22,5,0
2018-01-22,General Request - DTIS,2018-01-22,1,0
2018-01-22,General Request - FILM COMMISSION,2018-01-22,1,0
2018-01-22,General Request - MTA,2018-01-22,19,0
2018-01-22,General Request - PLANNING,2018-01-22,1,0
2018-01-22,General Request - PUBLIC WORKS,2018-01-22,29,0
2018-01-22,General Request - PUC,2018-01-22,14,0
2018-01-22,General Request - TT COLLECTOR,2018-01-22,2,0
2018-01-22,Graffiti,2018-01-22,503,1
2018-01-22,Homeless Concerns,2018-01-22,107,0
2018-01-22,Illegal Postings,2018-01-22,9,0
2018-01-22,Litter Receptacles,2018-01-22,22,0
2018-01-22,MUNI Feedback,2018-01-22,69,0
2018-01-22,Noise Report,2018-01-22,17,0
2018-01-22,Rec and Park Requests,2018-01-22,19,0
2018-01-22,Residential Building Request,2018-01-22,9,0
2018-01-22,SFHA Requests,2018-01-22,5,0
2018-01-22,Sewer Issues,2018-01-22,47,0
2018-01-22,Sidewalk or Curb,2018-01-22,39,1
2018-01-22,Sign Repair,2018-01-22,36,0
2018-01-22,Street Defects,2018-01-22,20,0
2018-01-22,Street and Sidewalk Cleaning,2018-01-22,533,0
2018-01-22,Streetlights,2018-01-22,21,0
2018-01-22,Temporary Sign Request,2018-01-22,48,0
2018-01-22,Tree Maintenance,2018-01-22,26,0
2018-01-23,311 External Request,2018-01-23,1,0
2018-01-23,Abandoned Vehicle,2018-01-23,97,0
2018-01-23,Blocked Street or SideWalk,2018-01-23,12,0
2018-01-23,Color Curb,2018-01-23,6,0
2018-01-23,Construction Zone Permits,2018-01-23,9,0
2018-01-23,Damaged Property,2018-01-23,32,0
2018-01-23,Encampments,2018-01-23,147,0
2018-01-23,General Request -,2018-01-23,1,0
2018-01-23,General Request - ANIMAL CARE CONTROL,2018-01-23,2,0
2018-01-23,General Request - ASSESSOR RECORDER,2018-01-23,1,0
2018-01-23,General Request - BUILDING INSPECTION,2018-01-23,5,0
2018-01-23,General Request - COUNTY CLERK,2018-01-23,17,0
2018-01-23,General Request - DISTRICT ATTORNEY,2018-01-23,1,0
2018-01-23,General Request - DPH,2018-01-23,7,0
2018-01-23,General Request - MTA,2018-01-23,28,0
2018-01-23,General Request - PORT AUTHORITY,2018-01-23,1,0
2018-01-23,General Request - PUBLIC WORKS,2018-01-23,37,0
2018-01-23,General Request - PUC,2018-01-23,7,0
2018-01-23,General Request - SMALL BUSINESS,2018-01-23,1,0
2018-01-23,General Request - TT COLLECTOR,2018-01-23,4,0
2018-01-23,Graffiti,2018-01-23,284,0
2018-01-23,Homeless Concerns,2018-01-23,122,0
2018-01-23,Illegal Postings,2018-01-23,95,1
2018-01-23,Litter Receptacles,2018-01-23,18,0
2018-01-23,MUNI Feedback,2018-01-23,62,0
2018-01-23,Noise Report,2018-01-23,24,0
2018-01-23,Rec and Park Requests,2018-01-23,22,0
2018-01-23,Residential Building Request,2018-01-23,3,0
2018-01-23,SFHA Requests,2018-01-23,6,0
2018-01-23,Sewer Issues,2018-01-23,27,0
2018-01-23,Sidewalk or Curb,2018-01-23,22,0
2018-01-23,Sign Repair,2018-01-23,29,0
2018-01-23,Street Defects,2018-01-23,26,0
2018-01-23,Street and Sidewalk Cleaning,2018-01-23,587,0
2018-01-23,Streetlights,2018-01-23,32,1
2018-01-23,Temporary Sign Request,2018-01-23,40,0
2018-01-23,Tree Maintenance,2018-01-23,28,0
2018-01-24,311 External Request,2018-01-24,3,0
2018-01-24,Abandoned Vehicle,2018-01-24,80,0
2018-01-24,Blocked Street or SideWalk,2018-01-24,19,0
2018-01-24,Catch Basin Maintenance,2018-01-24,4,0
2018-01-24,Color Curb,2018-01-24,1,0
2018-01-24,Construction Zone Permits,2018-01-24,1,0
2018-01-24,DPW Volunteer Programs,2018-01-24,1,0
2018-01-24,Damaged Property,2018-01-24,34,0
2018-01-24,Encampments,2018-01-24,151,0
2018-01-24,General Request - 311CUSTOMERSERVICECENTER,2018-01-24,3,0
2018-01-24,General Request - ANIMAL CARE CONTROL,2018-01-24,2,0
2018-01-24,General Request - ASSESSOR RECORDER,2018-01-24,2,0
2018-01-24,General Request - BUILDING INSPECTION,2018-01-24,8,0
2018-01-24,General Request - COUNTY CLERK,2018-01-24,12,0
2018-01-24,General Request - DPH,2018-01-24,4,0
2018-01-24,General Request - FILM COMMISSION,2018-01-24,2,0
2018-01-24,General Request - MTA,2018-01-24,21,0
2018-01-24,General Request - PLANNING,2018-01-24,1,0
2018-01-24,General Request - PORT AUTHORITY,2018-01-24,1,0
2018-01-24,General Request - PUBLIC WORKS,2018-01-24,34,0
2018-01-24,General Request - PUC,2018-01-24,9,0
2018-01-24,General Request - TT COLLECTOR,2018-01-24,1,0
2018-01-24,Graffiti,2018-01-24,234,0
2018-01-24,Homeless Concerns,2018-01-24,117,0
2018-01-24,Illegal Postings,2018-01-24,22,0
2018-01-24,Litter Receptacles,2018-01-24,19,0
2018-01-24,MUNI Feedback,2018-01-24,79,0
2018-01-24,Noise Report,2018-01-24,9,0
2018-01-24,Rec and Park Requests,2018-01-24,15,0
2018-01-24,Residential Building Request,2018-01-24,5,0
2018-01-24,SFHA Requests,2018-01-24,4,0
2018-01-24,Sewer Issues,2018-01-24,35,0
2018-01-24,Sidewalk or Curb,2018-01-24,15,0
2018-01-24,Sign Repair,2018-01-24,13,0
2018-01-24,Street Defects,2018-01-24,26,0
2018-01-24,Street and Sidewalk Cleaning,2018-01-24,480,0
2018-01-24,Streetlights,2018-01-24,24,0
2018-01-24,Temporary Sign Request,2018-01-24,41,0
2018-01-24,Tree Maintenance,2018-01-24,26,0
2018-01-25,311 External Request,2018-01-25,6,0
2018-01-25,Abandoned Vehicle,2018-01-25,77,0
2018-01-25,Blocked Street or SideWalk,2018-01-25,18,0
2018-01-25,Catch Basin Maintenance,2018-01-25,3,0
2018-01-25,Color Curb,2018-01-25,3,0
2018-01-25,DPW Volunteer Programs,2018-01-25,1,0
2018-01-25,Damaged Property,2018-01-25,33,0
2018-01-25,Encampments,2018-01-25,128,0
2018-01-25,General Request - 311CUSTOMERSERVICECENTER,2018-01-25,2,0
2018-01-25,General Request - ANIMAL CARE CONTROL,2018-01-25,2,0
2018-01-25,General Request - BUILDING INSPECTION,2018-01-25,5,0
2018-01-25,General Request - COUNTY CLERK,2018-01-25,14,0
2018-01-25,General Request - DPH,2018-01-25,4,0
2018-01-25,General Request - DTIS,2018-01-25,1,0
2018-01-25,General Request - ENTERTAINMENT COMMISSION,2018-01-25,1,0
2018-01-25,General Request - LABOR STANDARDS ENFORCEMENT,2018-01-25,1,0
2018-01-25,General Request - MTA,2018-01-25,20,0
2018-01-25,General Request - PLANNING,2018-01-25,1,0
2018-01-25,General Request - PUBLIC WORKS,2018-01-25,36,0
2018-01-25,General Request - PUC,2018-01-25,10,0
2018-01-25,General Request - RPD,2018-01-25,1,0
2018-01-25,General Request - TT COLLECTOR,2018-01-25,2,0
2018-01-25,Graffiti,2018-01-25,223,0
2018-01-25,Homeless Concerns,2018-01-25,130,0
2018-01-25,Illegal Postings,2018-01-25,26,0
2018-01-25,Litter Receptacles,2018-01-25,26,0
2018-01-25,MUNI Feedback,2018-01-25,68,0
2018-01-25,Noise Report,2018-01-25,14,0
2018-01-25,Rec and Park Requests,2018-01-25,27,0
2018-01-25,Residential Building Request,2018-01-25,13,0
2018-01-25,SFHA Requests,2018-01-25,5,0
2018-01-25,Sewer Issues,2018-01-25,35,0
2018-01-25,Sidewalk or Curb,2018-01-25,12,0
2018-01-25,Sign Repair,2018-01-25,26,0
2018-01-25,Street Defects,2018-01-25,20,0
2018-01-25,Street and Sidewalk Cleaning,2018-01-25,428,0
2018-01-25,Streetlights,2018-01-25,30,1
2018-01-25,Temporary Sign Request,2018-01-25,34,0
2018-01-25,Tree Maintenance,2018-01-25,32,0
2018-01-26,311 External Request,2018-01-26,1,0
2018-01-26,Abandoned Vehicle,2018-01-26,79,0
2018-01-26,Blocked Street or SideWalk,2018-01-26,16,0
2018-01-26,Color Curb,2018-01-26,6,0
2018-01-26,Construction Zone Permits,2018-01-26,2,0
2018-01-26,DPW Volunteer Programs,2018-01-26,1,0
2018-01-26,Damaged Property,2018-01-26,45,0
2018-01-26,Encampments,2018-01-26,125,0
2018-01-26,General Request - 311CUSTOMERSERVICECENTER,2018-01-26,3,0
2018-01-26,General Request - ASSESSOR RECORDER,2018-01-26,1,0
2018-01-26,General Request - BUILDING INSPECTION,2018-01-26,2,0
2018-01-26,General Request - CENTRAL SHOPS,2018-01-26,1,0
2018-01-26,General Request - COUNTY CLERK,2018-01-26,4,0
2018-01-26,General Request - DPH,2018-01-26,3,0
2018-01-26,General Request - DTIS,2018-01-26,2,0
2018-01-26,General Request - MTA,2018-01-26,28,0
2018-01-26,General Request - PUBLIC WORKS,2018-01-26,28,0
2018-01-26,General Request - PUC,2018-01-26,4,0
2018-01-26,General Request - RPD,2018-01-26,1,0
2018-01-26,General Request - TT COLLECTOR,2018-01-26,1,0
2018-01-26,Graffiti,2018-01-26,176,0
2018-01-26,Homeless Concerns,2018-01-26,121,0
2018-01-26,Illegal Postings,2018-01-26,21,0
2018-01-26,Litter Receptacles,2018-01-26,18,0
